n_robots,ssp_ms,iterq,cpu_limit,participant,run,role,metric,run_median_s,participant_group
32,20000.0,1.0,,Robot10,2,prover,total_lifecycle,6.924628082,Robot
32,20000.0,1.0,,Robot10,2,verifier,reaction_time,0.009758129,Robot
32,20000.0,1.0,,Robot10,2,verifier,result_call,0.014990517,Robot
32,20000.0,1.0,,Robot10,2,verifier,signatures_fetch,0.002417068,Robot
32,20000.0,1.0,,Robot10,2,verifier,total_lifecycle,0.01739724,Robot
32,20000.0,1.0,,Robot10,2,verifier,verify_compute,9.02e-07,Robot
32,20000.0,1.0,,Robot10,3,prover,e2e_blockchain,6.0579580795000005,Robot
32,20000.0,1.0,,Robot10,3,prover,evidence_call,0.01055346,Robot
32,20000.0,1.0,,Robot10,3,prover,total_lifecycle,6.0733464,Robot
32,20000.0,1.0,,Robot10,3,verifier,reaction_time,0.007560992,Robot
32,20000.0,1.0,,Robot10,3,verifier,result_call,0.0172947375,Robot
32,20000.0,1.0,,Robot10,3,verifier,signatures_fetch,0.0050502305,Robot
32,20000.0,1.0,,Robot10,3,verifier,total_lifecycle,0.021223196,Robot
32,20000.0,1.0,,Robot10,3,verifier,verify_compute,1.7225e-06,Robot
32,20000.0,1.0,,Robot11,1,prover,e2e_blockchain,7.011604689,Robot
32,20000.0,1.0,,Robot11,1,prover,evidence_call,0.009724672,Robot
32,20000.0,1.0,,Robot11,1,prover,total_lifecycle,7.025874073,Robot
32,20000.0,1.0,,Robot11,1,verifier,reaction_time,0.011772125000000001,Robot
32,20000.0,1.0,,Robot11,1,verifier,result_call,0.019787655,Robot
32,20000.0,1.0,,Robot11,1,verifier,signatures_fetch,0.007687854,Robot
32,20000.0,1.0,,Robot11,1,verifier,total_lifecycle,0.026566873999999997,Robot
32,20000.0,1.0,,Robot11,1,verifier,verify_compute,8.82e-07,Robot
32,20000.0,1.0,,Robot11,2,prover,e2e_blockchain,6.690638773,Robot
32,20000.0,1.0,,Robot11,2,prover,evidence_call,0.0168843235,Robot
32,20000.0,1.0,,Robot11,2,prover,total_lifecycle,6.705490517,Robot
32,20000.0,1.0,,Robot11,2,verifier,reaction_time,0.0063073635000000005,Robot
32,20000.0,1.0,,Robot11,2,verifier,result_call,0.023381842,Robot
32,20000.0,1.0,,Robot11,2,verifier,signatures_fetch,0.0039791355,Robot
32,20000.0,1.0,,Robot11,2,verifier,total_lifecycle,0.027790359,Robot
32,20000.0,1.0,,Robot11,2,verifier,verify_compute,1.4735e-06,Robot
32,20000.0,1.0,,Robot11,3,prover,e2e_blockchain,6.050906358000001,Robot
32,20000.0,1.0,,Robot11,3,prover,evidence_call,0.012567471,Robot
32,20000.0,1.0,,Robot11,3,prover,total_lifecycle,6.0643111765,Robot
32,20000.0,1.0,,Robot11,3,verifier,reaction_time,0.008624028999999998,Robot
32,20000.0,1.0,,Robot11,3,verifier,result_call,0.0173628755,Robot
32,20000.0,1.0,,Robot11,3,verifier,signatures_fetch,0.003541563,Robot
32,20000.0,1.0,,Robot11,3,verifier,total_lifecycle,0.020948416999999997,Robot
32,20000.0,1.0,,Robot11,3,verifier,verify_compute,1.29e-06,Robot
32,20000.0,1.0,,Robot12,1,prover,e2e_blockchain,7.01099016,Robot
32,20000.0,1.0,,Robot12,1,prover,evidence_call,0.0086606615,Robot
32,20000.0,1.0,,Robot12,1,prover,total_lifecycle,7.028077636500001,Robot
32,20000.0,1.0,,Robot12,1,verifier,reaction_time,0.01061509,Robot
32,20000.0,1.0,,Robot12,1,verifier,result_call,0.024419437500000002,Robot
32,20000.0,1.0,,Robot12,1,verifier,signatures_fetch,0.0070424375,Robot
32,20000.0,1.0,,Robot12,1,verifier,total_lifecycle,0.030888065500000002,Robot
32,20000.0,1.0,,Robot12,1,verifier,verify_compute,1.5374999999999999e-06,Robot
32,20000.0,1.0,,Robot12,2,prover,e2e_blockchain,6.197796478499999,Robot
32,20000.0,1.0,,Robot12,2,prover,evidence_call,0.016270351,Robot
32,20000.0,1.0,,Robot12,2,prover,total_lifecycle,6.216564755,Robot
32,20000.0,1.0,,Robot12,2,verifier,reaction_time,0.006405511,Robot
32,20000.0,1.0,,Robot12,2,verifier,result_call,0.018070984,Robot
32,20000.0,1.0,,Robot12,2,verifier,signatures_fetch,0.002594295,Robot
32,20000.0,1.0,,Robot12,2,verifier,total_lifecycle,0.020501247,Robot
32,20000.0,1.0,,Robot12,2,verifier,verify_compute,1.327e-06,Robot
32,20000.0,1.0,,Robot12,3,prover,e2e_blockchain,6.5563354815,Robot
32,20000.0,1.0,,Robot12,3,prover,evidence_call,0.01328004,Robot
32,20000.0,1.0,,Robot12,3,prover,total_lifecycle,6.566201608,Robot
32,20000.0,1.0,,Robot12,3,verifier,reaction_time,0.006684372,Robot
32,20000.0,1.0,,Robot12,3,verifier,result_call,0.016360843,Robot
32,20000.0,1.0,,Robot12,3,verifier,signatures_fetch,0.003935458,Robot
32,20000.0,1.0,,Robot12,3,verifier,total_lifecycle,0.020318114,Robot
32,20000.0,1.0,,Robot12,3,verifier,verify_compute,1.322e-06,Robot
32,20000.0,1.0,,Robot13,1,prover,e2e_blockchain,6.995675026500001,Robot
32,20000.0,1.0,,Robot13,1,prover,evidence_call,0.010600989,Robot
32,20000.0,1.0,,Robot13,1,prover,total_lifecycle,7.008172042,Robot
32,20000.0,1.0,,Robot13,1,verifier,reaction_time,0.010364601999999999,Robot
32,20000.0,1.0,,Robot13,1,verifier,result_call,0.020761102,Robot
32,20000.0,1.0,,Robot13,1,verifier,signatures_fetch,0.004377626,Robot
32,20000.0,1.0,,Robot13,1,verifier,total_lifecycle,0.028363890000000003,Robot
32,20000.0,1.0,,Robot13,1,verifier,verify_compute,9.5e-07,Robot
32,20000.0,1.0,,Robot13,2,prover,e2e_blockchain,6.6813236425,Robot
32,20000.0,1.0,,Robot13,2,prover,evidence_call,0.012179763,Robot
32,20000.0,1.0,,Robot13,2,prover,total_lifecycle,6.6947410755,Robot
32,20000.0,1.0,,Robot13,2,verifier,reaction_time,0.006098989000000001,Robot
32,20000.0,1.0,,Robot13,2,verifier,result_call,0.01626323,Robot
32,20000.0,1.0,,Robot13,2,verifier,signatures_fetch,0.002485092,Robot
32,20000.0,1.0,,Robot13,2,verifier,total_lifecycle,0.018208498,Robot
32,20000.0,1.0,,Robot13,2,verifier,verify_compute,1.789e-06,Robot
32,20000.0,1.0,,Robot13,3,prover,e2e_blockchain,6.557667673999999,Robot
32,20000.0,1.0,,Robot13,3,prover,evidence_call,0.012750316,Robot
32,20000.0,1.0,,Robot13,3,prover,total_lifecycle,6.567343495499999,Robot
32,20000.0,1.0,,Robot13,3,verifier,reaction_time,0.0059746345,Robot
32,20000.0,1.0,,Robot13,3,verifier,result_call,0.022224164,Robot
32,20000.0,1.0,,Robot13,3,verifier,signatures_fetch,0.0028843805000000004,Robot
32,20000.0,1.0,,Robot13,3,verifier,total_lifecycle,0.026818198,Robot
32,20000.0,1.0,,Robot13,3,verifier,verify_compute,1.9245e-06,Robot
32,20000.0,1.0,,Robot14,1,prover,e2e_blockchain,7.2205198475,Robot
32,20000.0,1.0,,Robot14,1,prover,evidence_call,0.0108102475,Robot
32,20000.0,1.0,,Robot14,1,prover,total_lifecycle,7.2312678905,Robot
32,20000.0,1.0,,Robot14,1,verifier,reaction_time,0.0038995510000000002,Robot
32,20000.0,1.0,,Robot14,1,verifier,result_call,0.0135730075,Robot
32,20000.0,1.0,,Robot14,1,verifier,signatures_fetch,0.0037149375000000004,Robot
32,20000.0,1.0,,Robot14,1,verifier,total_lifecycle,0.018024204,Robot
32,20000.0,1.0,,Robot14,1,verifier,verify_compute,1.77e-06,Robot
32,20000.0,1.0,,Robot14,2,prover,e2e_blockchain,6.6642897575,Robot
32,20000.0,1.0,,Robot14,2,prover,evidence_call,0.0121725705,Robot
32,20000.0,1.0,,Robot14,2,prover,total_lifecycle,6.6746152845,Robot
32,20000.0,1.0,,Robot14,2,verifier,reaction_time,0.003431514,Robot
32,20000.0,1.0,,Robot14,2,verifier,result_call,0.011839981999999999,Robot
32,20000.0,1.0,,Robot14,2,verifier,signatures_fetch,0.0021376430000000003,Robot
32,20000.0,1.0,,Robot14,2,verifier,total_lifecycle,0.014027343999999999,Robot
32,20000.0,1.0,,Robot14,2,verifier,verify_compute,2.31e-06,Robot
32,20000.0,1.0,,Robot14,3,prover,e2e_blockchain,6.5512662955,Robot
32,20000.0,1.0,,Robot14,3,prover,evidence_call,0.0148186535,Robot
32,20000.0,1.0,,Robot14,3,prover,total_lifecycle,6.563917858,Robot
32,20000.0,1.0,,Robot14,3,verifier,reaction_time,0.005621774499999999,Robot
32,20000.0,1.0,,Robot14,3,verifier,result_call,0.02359788,Robot
32,20000.0,1.0,,Robot14,3,verifier,signatures_fetch,0.002557002,Robot
32,20000.0,1.0,,Robot14,3,verifier,total_lifecycle,0.0262092855,Robot
32,20000.0,1.0,,Robot14,3,verifier,verify_compute,8.865e-07,Robot
32,20000.0,1.0,,Robot15,1,prover,e2e_blockchain,6.957465130499999,Robot
32,20000.0,1.0,,Robot15,1,prover,evidence_call,0.0138433065,Robot
32,20000.0,1.0,,Robot15,1,prover,total_lifecycle,6.973428781,Robot
32,20000.0,1.0,,Robot15,1,verifier,reaction_time,0.005532213,Robot
32,20000.0,1.0,,Robot15,1,verifier,result_call,0.015070794000000002,Robot
32,20000.0,1.0,,Robot15,1,verifier,signatures_fetch,0.0023167895000000003,Robot
32,20000.0,1.0,,Robot15,1,verifier,total_lifecycle,0.017356453,Robot
32,20000.0,1.0,,Robot15,1,verifier,verify_compute,1.0065e-06,Robot
32,20000.0,1.0,,Robot15,2,prover,e2e_blockchain,5.9572362475,Robot
32,20000.0,1.0,,Robot15,2,prover,evidence_call,0.016703186999999998,Robot
32,20000.0,1.0,,Robot15,2,prover,total_lifecycle,5.968388378,Robot
32,20000.0,1.0,,Robot15,2,verifier,reaction_time,0.0044079835,Robot
32,20000.0,1.0,,Robot15,2,verifier,result_call,0.013818732,Robot
32,20000.0,1.0,,Robot15,2,verifier,signatures_fetch,0.002299645,Robot
32,20000.0,1.0,,Robot15,2,verifier,total_lifecycle,0.016155052,Robot
32,20000.0,1.0,,Robot15,2,verifier,verify_compute,2.1695e-06,Robot
32,20000.0,1.0,,Robot15,3,prover,e2e_blockchain,5.761307219500001,Robot
32,20000.0,1.0,,Robot15,3,prover,evidence_call,0.013660722,Robot
32,20000.0,1.0,,Robot15,3,prover,total_lifecycle,5.777608452,Robot
32,20000.0,1.0,,Robot15,3,verifier,reaction_time,0.0050231345,Robot
32,20000.0,1.0,,Robot15,3,verifier,result_call,0.0121136515,Robot
32,20000.0,1.0,,Robot15,3,verifier,signatures_fetch,0.0021738345,Robot
32,20000.0,1.0,,Robot15,3,verifier,total_lifecycle,0.014391002,Robot
32,20000.0,1.0,,Robot15,3,verifier,verify_compute,2.0025e-06,Robot
32,20000.0,1.0,,Robot16,1,prover,e2e_blockchain,7.2117152725,Robot
32,20000.0,1.0,,Robot16,1,prover,evidence_call,0.008356425,Robot
32,20000.0,1.0,,Robot16,1,prover,total_lifecycle,7.229360767,Robot
32,20000.0,1.0,,Robot16,1,verifier,reaction_time,0.005734088,Robot
32,20000.0,1.0,,Robot16,1,verifier,result_call,0.015407103,Robot
32,20000.0,1.0,,Robot16,1,verifier,signatures_fetch,0.002073207,Robot
32,20000.0,1.0,,Robot16,1,verifier,total_lifecycle,0.017363073,Robot
32,20000.0,1.0,,Robot16,1,verifier,verify_compute,1.689e-06,Robot
32,20000.0,1.0,,Robot16,2,prover,e2e_blockchain,6.428719791000001,Robot
32,20000.0,1.0,,Robot16,2,prover,evidence_call,0.0143286275,Robot
32,20000.0,1.0,,Robot16,2,prover,total_lifecycle,6.440787684,Robot
32,20000.0,1.0,,Robot16,2,verifier,reaction_time,0.010278536500000001,Robot
32,20000.0,1.0,,Robot16,2,verifier,result_call,0.0198444225,Robot
32,20000.0,1.0,,Robot16,2,verifier,signatures_fetch,0.0029533125,Robot
32,20000.0,1.0,,Robot16,2,verifier,total_lifecycle,0.025958257,Robot
32,20000.0,1.0,,Robot16,2,verifier,verify_compute,1.6310000000000001e-06,Robot
32,20000.0,1.0,,Robot16,3,prover,e2e_blockchain,6.8152346779999995,Robot
32,20000.0,1.0,,Robot16,3,prover,evidence_call,0.012434825,Robot
32,20000.0,1.0,,Robot16,3,prover,total_lifecycle,6.8278269125,Robot
32,20000.0,1.0,,Robot16,3,verifier,reaction_time,0.008450596000000001,Robot
32,20000.0,1.0,,Robot16,3,verifier,result_call,0.013530393,Robot
32,20000.0,1.0,,Robot16,3,verifier,signatures_fetch,0.003189612,Robot
32,20000.0,1.0,,Robot16,3,verifier,total_lifecycle,0.016924071000000002,Robot
32,20000.0,1.0,,Robot16,3,verifier,verify_compute,2.167e-06,Robot
32,20000.0,1.0,,Robot17,1,prover,e2e_blockchain,5.4942536405,Robot
32,20000.0,1.0,,Robot17,1,prover,evidence_call,0.010568432999999999,Robot
32,20000.0,1.0,,Robot17,1,prover,total_lifecycle,5.511111894500001,Robot
32,20000.0,1.0,,Robot17,1,verifier,reaction_time,0.005243957,Robot
32,20000.0,1.0,,Robot17,1,verifier,result_call,0.015248544000000001,Robot
32,20000.0,1.0,,Robot17,1,verifier,signatures_fetch,0.0022661310000000002,Robot
32,20000.0,1.0,,Robot17,1,verifier,total_lifecycle,0.01695104,Robot
32,20000.0,1.0,,Robot17,1,verifier,verify_compute,1.446e-06,Robot
32,20000.0,1.0,,Robot17,2,prover,e2e_blockchain,4.9484120135000005,Robot
32,20000.0,1.0,,Robot17,2,prover,evidence_call,0.010387538,Robot
32,20000.0,1.0,,Robot17,2,prover,total_lifecycle,4.962231404500001,Robot
32,20000.0,1.0,,Robot17,2,verifier,reaction_time,0.005768114,Robot
32,20000.0,1.0,,Robot17,2,verifier,result_call,0.0193881045,Robot
32,20000.0,1.0,,Robot17,2,verifier,signatures_fetch,0.0027475675,Robot
32,20000.0,1.0,,Robot17,2,verifier,total_lifecycle,0.022166695,Robot
32,20000.0,1.0,,Robot17,2,verifier,verify_compute,1.9685000000000003e-06,Robot
32,20000.0,1.0,,Robot17,3,prover,e2e_blockchain,5.760788405,Robot
32,20000.0,1.0,,Robot17,3,prover,evidence_call,0.0130299935,Robot
32,20000.0,1.0,,Robot17,3,prover,total_lifecycle,5.773807816,Robot
32,20000.0,1.0,,Robot17,3,verifier,reaction_time,0.0041233805,Robot
32,20000.0,1.0,,Robot17,3,verifier,result_call,0.0171384305,Robot
32,20000.0,1.0,,Robot17,3,verifier,signatures_fetch,0.0023162039999999997,Robot
32,20000.0,1.0,,Robot17,3,verifier,total_lifecycle,0.019539614499999997,Robot
32,20000.0,1.0,,Robot17,3,verifier,verify_compute,2.1635e-06,Robot
32,20000.0,1.0,,Robot18,1,prover,e2e_blockchain,5.159118264,Robot
32,20000.0,1.0,,Robot18,1,prover,evidence_call,0.007971160500000001,Robot
32,20000.0,1.0,,Robot18,1,prover,total_lifecycle,5.177260537,Robot
32,20000.0,1.0,,Robot18,1,verifier,reaction_time,0.0123906,Robot
32,20000.0,1.0,,Robot18,1,verifier,result_call,0.022509488,Robot
32,20000.0,1.0,,Robot18,1,verifier,signatures_fetch,0.007213438,Robot
32,20000.0,1.0,,Robot18,1,verifier,total_lifecycle,0.034006475,Robot
32,20000.0,1.0,,Robot18,1,verifier,verify_compute,2.138e-06,Robot
32,20000.0,1.0,,Robot18,2,prover,e2e_blockchain,5.207966214,Robot
32,20000.0,1.0,,Robot18,2,prover,evidence_call,0.0099405145,Robot
32,20000.0,1.0,,Robot18,2,prover,total_lifecycle,5.224857140999999,Robot
32,20000.0,1.0,,Robot18,2,verifier,reaction_time,0.008334664,Robot
32,20000.0,1.0,,Robot18,2,verifier,result_call,0.0186277925,Robot
32,20000.0,1.0,,Robot18,2,verifier,signatures_fetch,0.0037912205000000003,Robot
32,20000.0,1.0,,Robot18,2,verifier,total_lifecycle,0.022865353499999998,Robot
32,20000.0,1.0,,Robot18,2,verifier,verify_compute,1.9749999999999997e-06,Robot
32,20000.0,1.0,,Robot18,3,prover,e2e_blockchain,4.786793854500001,Robot
32,20000.0,1.0,,Robot18,3,prover,evidence_call,0.018351666,Robot
32,20000.0,1.0,,Robot18,3,prover,total_lifecycle,4.799556411,Robot
32,20000.0,1.0,,Robot18,3,verifier,reaction_time,0.008969477,Robot
32,20000.0,1.0,,Robot18,3,verifier,result_call,0.0147717375,Robot
32,20000.0,1.0,,Robot18,3,verifier,signatures_fetch,0.0028977530000000003,Robot
32,20000.0,1.0,,Robot18,3,verifier,total_lifecycle,0.0187990905,Robot
32,20000.0,1.0,,Robot18,3,verifier,verify_compute,9.815e-07,Robot
32,20000.0,1.0,,Robot19,1,prover,e2e_blockchain,6.9636699565,Robot
32,20000.0,1.0,,Robot19,1,prover,evidence_call,0.0133563235,Robot
32,20000.0,1.0,,Robot19,1,prover,total_lifecycle,6.9774599760000005,Robot
32,20000.0,1.0,,Robot19,1,verifier,reaction_time,0.0037843689999999997,Robot
32,20000.0,1.0,,Robot19,1,verifier,result_call,0.013783742,Robot
32,20000.0,1.0,,Robot19,1,verifier,signatures_fetch,0.002295991,Robot
32,20000.0,1.0,,Robot19,1,verifier,total_lifecycle,0.015434974,Robot
32,20000.0,1.0,,Robot19,1,verifier,verify_compute,1.4170000000000002e-06,Robot
32,20000.0,1.0,,Robot19,2,prover,e2e_blockchain,5.9489635095,Robot
32,20000.0,1.0,,Robot19,2,prover,evidence_call,0.014168858500000001,Robot
32,20000.0,1.0,,Robot19,2,prover,total_lifecycle,5.960251703000001,Robot
32,20000.0,1.0,,Robot19,2,verifier,reaction_time,0.004968254,Robot
32,20000.0,1.0,,Robot19,2,verifier,result_call,0.0167978765,Robot
32,20000.0,1.0,,Robot19,2,verifier,signatures_fetch,0.0024405115,Robot
32,20000.0,1.0,,Robot19,2,verifier,total_lifecycle,0.019270537,Robot
32,20000.0,1.0,,Robot19,2,verifier,verify_compute,2.0054999999999997e-06,Robot
32,20000.0,1.0,,Robot19,3,prover,e2e_blockchain,6.2722803025000005,Robot
32,20000.0,1.0,,Robot19,3,prover,evidence_call,0.0131716165,Robot
32,20000.0,1.0,,Robot19,3,prover,total_lifecycle,6.286725139,Robot
32,20000.0,1.0,,Robot19,3,verifier,reaction_time,0.0059298630000000005,Robot
32,20000.0,1.0,,Robot19,3,verifier,result_call,0.0204961655,Robot
32,20000.0,1.0,,Robot19,3,verifier,signatures_fetch,0.00423265,Robot
32,20000.0,1.0,,Robot19,3,verifier,total_lifecycle,0.024685587000000002,Robot
32,20000.0,1.0,,Robot19,3,verifier,verify_compute,1.8044999999999998e-06,Robot
32,20000.0,1.0,,Robot2,1,prover,e2e_blockchain,6.8040153875,Robot
32,20000.0,1.0,,Robot2,1,prover,evidence_call,0.008386582,Robot
32,20000.0,1.0,,Robot2,1,prover,total_lifecycle,6.8173068605000005,Robot
32,20000.0,1.0,,Robot2,1,verifier,reaction_time,0.00740584,Robot
32,20000.0,1.0,,Robot2,1,verifier,result_call,0.014546442000000001,Robot
32,20000.0,1.0,,Robot2,1,verifier,signatures_fetch,0.0034446750000000003,Robot
32,20000.0,1.0,,Robot2,1,verifier,total_lifecycle,0.018291992,Robot
32,20000.0,1.0,,Robot2,1,verifier,verify_compute,1.499e-06,Robot
32,20000.0,1.0,,Robot2,2,prover,e2e_blockchain,6.908761371000001,Robot
32,20000.0,1.0,,Robot2,2,prover,evidence_call,0.011378939499999999,Robot
32,20000.0,1.0,,Robot2,2,prover,total_lifecycle,6.923944165,Robot
32,20000.0,1.0,,Robot2,2,verifier,reaction_time,0.011152702,Robot
32,20000.0,1.0,,Robot2,2,verifier,result_call,0.018652187,Robot
32,20000.0,1.0,,Robot2,2,verifier,signatures_fetch,0.0040578440000000006,Robot
32,20000.0,1.0,,Robot2,2,verifier,total_lifecycle,0.021517278999999997,Robot
32,20000.0,1.0,,Robot2,2,verifier,verify_compute,1.1720000000000002e-06,Robot
32,20000.0,1.0,,Robot2,3,prover,e2e_blockchain,6.3305925925,Robot
32,20000.0,1.0,,Robot2,3,prover,evidence_call,0.009620929,Robot
32,20000.0,1.0,,Robot2,3,prover,total_lifecycle,6.3507589655,Robot
32,20000.0,1.0,,Robot2,3,verifier,reaction_time,0.010081669,Robot
32,20000.0,1.0,,Robot2,3,verifier,result_call,0.018071417,Robot
32,20000.0,1.0,,Robot2,3,verifier,signatures_fetch,0.004304157,Robot
32,20000.0,1.0,,Robot2,3,verifier,total_lifecycle,0.024495973,Robot
32,20000.0,1.0,,Robot2,3,verifier,verify_compute,1.031e-06,Robot
32,20000.0,1.0,,Robot20,1,prover,e2e_blockchain,6.725516725,Robot
32,20000.0,1.0,,Robot20,1,prover,evidence_call,0.0079899405,Robot
32,20000.0,1.0,,Robot20,1,prover,total_lifecycle,6.7420323815,Robot
32,20000.0,1.0,,Robot20,1,verifier,reaction_time,0.00702372,Robot
32,20000.0,1.0,,Robot20,1,verifier,result_call,0.024329267999999998,Robot
32,20000.0,1.0,,Robot20,1,verifier,signatures_fetch,0.004061393,Robot
32,20000.0,1.0,,Robot20,1,verifier,total_lifecycle,0.030926547,Robot
32,20000.0,1.0,,Robot20,1,verifier,verify_compute,1.95e-06,Robot
32,20000.0,1.0,,Robot20,2,prover,e2e_blockchain,4.939443332,Robot
32,20000.0,1.0,,Robot20,2,prover,evidence_call,0.0122524355,Robot
32,20000.0,1.0,,Robot20,2,prover,total_lifecycle,4.951401672499999,Robot
32,20000.0,1.0,,Robot20,2,verifier,reaction_time,0.011995819,Robot
32,20000.0,1.0,,Robot20,2,verifier,result_call,0.025691789,Robot
32,20000.0,1.0,,Robot20,2,verifier,signatures_fetch,0.005082124,Robot
32,20000.0,1.0,,Robot20,2,verifier,total_lifecycle,0.033901835,Robot
32,20000.0,1.0,,Robot20,2,verifier,verify_compute,1.524e-06,Robot
32,20000.0,1.0,,Robot20,3,prover,e2e_blockchain,5.055211337499999,Robot
32,20000.0,1.0,,Robot20,3,prover,evidence_call,0.014673362499999999,Robot
32,20000.0,1.0,,Robot20,3,prover,total_lifecycle,5.068871308,Robot
32,20000.0,1.0,,Robot20,3,verifier,reaction_time,0.00761014,Robot
32,20000.0,1.0,,Robot20,3,verifier,result_call,0.0161810065,Robot
32,20000.0,1.0,,Robot20,3,verifier,signatures_fetch,0.00211382,Robot
32,20000.0,1.0,,Robot20,3,verifier,total_lifecycle,0.018330356,Robot
32,20000.0,1.0,,Robot20,3,verifier,verify_compute,2.224e-06,Robot
32,20000.0,1.0,,Robot21,1,prover,e2e_blockchain,6.6843083515,Robot
32,20000.0,1.0,,Robot21,1,prover,evidence_call,0.0088885515,Robot
32,20000.0,1.0,,Robot21,1,prover,total_lifecycle,6.696802418500001,Robot
32,20000.0,1.0,,Robot21,1,verifier,reaction_time,0.0049018255,Robot
32,20000.0,1.0,,Robot21,1,verifier,result_call,0.013037555999999999,Robot
32,20000.0,1.0,,Robot21,1,verifier,signatures_fetch,0.0039902655,Robot
32,20000.0,1.0,,Robot21,1,verifier,total_lifecycle,0.017630758499999996,Robot
32,20000.0,1.0,,Robot21,1,verifier,verify_compute,1.39e-06,Robot
32,20000.0,1.0,,Robot21,2,prover,e2e_blockchain,4.9285759119999994,Robot
32,20000.0,1.0,,Robot21,2,prover,evidence_call,0.011986898,Robot
32,20000.0,1.0,,Robot21,2,prover,total_lifecycle,4.9425082745,Robot
32,20000.0,1.0,,Robot21,2,verifier,reaction_time,0.0050514265,Robot
32,20000.0,1.0,,Robot21,2,verifier,result_call,0.015081852,Robot
32,20000.0,1.0,,Robot21,2,verifier,signatures_fetch,0.0029088085,Robot
32,20000.0,1.0,,Robot21,2,verifier,total_lifecycle,0.0180395575,Robot
32,20000.0,1.0,,Robot21,2,verifier,verify_compute,2.0939999999999998e-06,Robot
32,20000.0,1.0,,Robot21,3,prover,e2e_blockchain,5.559990419,Robot
32,20000.0,1.0,,Robot21,3,prover,evidence_call,0.01293646,Robot
32,20000.0,1.0,,Robot21,3,prover,total_lifecycle,5.5755162805000005,Robot
32,20000.0,1.0,,Robot21,3,verifier,reaction_time,0.0050927735,Robot
32,20000.0,1.0,,Robot21,3,verifier,result_call,0.0158144485,Robot
32,20000.0,1.0,,Robot21,3,verifier,signatures_fetch,0.0020346649999999997,Robot
32,20000.0,1.0,,Robot21,3,verifier,total_lifecycle,0.018464842000000002,Robot
32,20000.0,1.0,,Robot21,3,verifier,verify_compute,1.0015e-06,Robot
32,20000.0,1.0,,Robot22,1,prover,e2e_blockchain,5.1597740585,Robot
32,20000.0,1.0,,Robot22,1,prover,evidence_call,0.009833466499999999,Robot
32,20000.0,1.0,,Robot22,1,prover,total_lifecycle,5.1815325345000005,Robot
32,20000.0,1.0,,Robot22,1,verifier,reaction_time,0.006942119,Robot
32,20000.0,1.0,,Robot22,1,verifier,result_call,0.012821089,Robot
32,20000.0,1.0,,Robot22,1,verifier,signatures_fetch,0.003986094,Robot
32,20000.0,1.0,,Robot22,1,verifier,total_lifecycle,0.017489316999999997,Robot
32,20000.0,1.0,,Robot22,1,verifier,verify_compute,9.785e-07,Robot
32,20000.0,1.0,,Robot22,2,prover,e2e_blockchain,4.939566117,Robot
32,20000.0,1.0,,Robot22,2,prover,evidence_call,0.010957643999999999,Robot
32,20000.0,1.0,,Robot22,2,prover,total_lifecycle,4.95208431,Robot
32,20000.0,1.0,,Robot22,2,verifier,reaction_time,0.00649219,Robot
32,20000.0,1.0,,Robot22,2,verifier,result_call,0.017552255,Robot
32,20000.0,1.0,,Robot22,2,verifier,signatures_fetch,0.003009681,Robot
32,20000.0,1.0,,Robot22,2,verifier,total_lifecycle,0.020575896,Robot
32,20000.0,1.0,,Robot22,2,verifier,verify_compute,8.75e-07,Robot
32,20000.0,1.0,,Robot22,3,prover,e2e_blockchain,5.311247525,Robot
32,20000.0,1.0,,Robot22,3,prover,evidence_call,0.010517744499999999,Robot
32,20000.0,1.0,,Robot22,3,prover,total_lifecycle,5.32325284,Robot
32,20000.0,1.0,,Robot22,3,verifier,reaction_time,0.0048542325,Robot
32,20000.0,1.0,,Robot22,3,verifier,result_call,0.0173536395,Robot
32,20000.0,1.0,,Robot22,3,verifier,signatures_fetch,0.003498466,Robot
32,20000.0,1.0,,Robot22,3,verifier,total_lifecycle,0.020634919,Robot
32,20000.0,1.0,,Robot22,3,verifier,verify_compute,1.466e-06,Robot
32,20000.0,1.0,,Robot23,1,prover,e2e_blockchain,5.13736339,Robot
32,20000.0,1.0,,Robot23,1,prover,evidence_call,0.0112968025,Robot
32,20000.0,1.0,,Robot23,1,prover,total_lifecycle,5.1533061374999996,Robot
32,20000.0,1.0,,Robot23,1,verifier,reaction_time,0.0093633835,Robot
32,20000.0,1.0,,Robot23,1,verifier,result_call,0.0254230825,Robot
32,20000.0,1.0,,Robot23,1,verifier,signatures_fetch,0.004765637999999999,Robot
32,20000.0,1.0,,Robot23,1,verifier,total_lifecycle,0.03101007,Robot
32,20000.0,1.0,,Robot23,1,verifier,verify_compute,1.32e-06,Robot
32,20000.0,1.0,,Robot23,2,prover,e2e_blockchain,4.8962029215000005,Robot
32,20000.0,1.0,,Robot23,2,prover,evidence_call,0.01383492,Robot
32,20000.0,1.0,,Robot23,2,prover,total_lifecycle,4.912250405,Robot
32,20000.0,1.0,,Robot23,2,verifier,reaction_time,0.007939054,Robot
32,20000.0,1.0,,Robot23,2,verifier,result_call,0.014297585,Robot
32,20000.0,1.0,,Robot23,2,verifier,signatures_fetch,0.005616399,Robot
32,20000.0,1.0,,Robot23,2,verifier,total_lifecycle,0.020457877,Robot
32,20000.0,1.0,,Robot23,2,verifier,verify_compute,1.405e-06,Robot
